회사명,거래소코드,회계년도,이자보상배율(이자비용)
(주)한국전자홀딩스,006200,2010/12,-1921.17
(주)한국종합기술,023350,2009/12,999999999
(주)한국종합기술,023350,2010/12,10492037
(주)한국카본,017960,2009/12,1563.95
(주)한국카본,017960,2010/12,454.34
(주)한국큐빅,021650,2009/12,5399.27
(주)한국큐빅,021650,2010/12,705.85
(주)한국테크놀로지,053590,2009/12,-1.64
(주)한국테크놀로지,053590,2010/12,1.14
(주)한국토지신탁,034830,2009/12,
(주)한국토지신탁,034830,2010/12,
(주)한국특강,007280,2009/12,-0.5
(주)한국특강,007280,2010/12,0.48
(주)한국파마,032300,2009/12,2.82
(주)한국파마,032300,2010/12,2.57
(주)한국팩키지,037230,2009/12,30.02
(주)한국팩키지,037230,2010/12,155.14
(주)한국화장품제조,003350,2009/12,-148.7
(주)한국화장품제조,003350,2010/12,-203.15
(주)한글과컴퓨터,030520,2009/12,46.04
(주)한글과컴퓨터,030520,2010/12,16.57
(주)한네트,052600,2009/12,17.31
(주)한네트,052600,2010/12,12.99
(주)한농화성,011500,2009/12,12
(주)한농화성,011500,2010/12,10.59
(주)한독,002390,2009/12,57.58
(주)한독,002390,2010/12,33.06
(주)한미글로벌건축사사무소,053690,2009/12,999999999
(주)한미글로벌건축사사무소,053690,2010/12,46336.35
(주)한빛소프트,047080,2009/12,999999999
(주)한빛소프트,047080,2010/12,-15.99
(주)한샘,009240,2009/12,14.6
(주)한샘,009240,2010/12,79.54
(주)한섬,020000,2009/12,140.15
(주)한섬,020000,2010/12,177.46
(주)한솔케미칼,014680,2009/12,8.93
(주)한솔케미칼,014680,2010/12,7.45
(주)한솔홈데코,025750,2009/12,1.54
(주)한솔홈데코,025750,2010/12,1.05
(주)한익스프레스,014130,2009/12,21.91
(주)한익스프레스,014130,2010/12,38.03
(주)한일진공,123840,2010/12,
(주)한진,002320,2009/12,0.98
(주)한진,002320,2010/12,0.93
(주)한진중공업홀딩스,003480,2009/12,5.18
(주)한진중공업홀딩스,003480,2010/12,3.76
(주)한창,005110,2009/12,0.42
(주)한창,005110,2010/12,0.66
(주)한창제지,009460,2009/12,1.76
(주)한창제지,009460,2010/12,2.49
(주)한컴라이프케어,372910,2009/12,4.81
(주)한컴라이프케어,372910,2010/12,4.21
(주)한컴위드,054920,2009/12,-1.43
(주)한컴위드,054920,2010/12,1.31
(주)한탑,002680,2009/12,5.78
(주)한탑,002680,2010/12,5.13
(주)한화,000880,2009/12,1.81
(주)한화,000880,2010/12,2.34
(주)해성티피씨,059270,2009/12,3.3
(주)해성티피씨,059270,2010/12,1.05
(주)핸디소프트,220180,2009/12,
(주)핸디소프트,220180,2010/12,11.07
(주)헥토파이낸셜,234340,2009/12,51.15
(주)헥토파이낸셜,234340,2010/12,229.33
(주)헬릭스미스,084990,2009/12,-19.04
(주)헬릭스미스,084990,2010/12,-9.06
(주)현대공업,170030,2009/12,8.68
(주)현대공업,170030,2010/12,10.23
(주)현대그린푸드,005440,2009/12,999999999
(주)현대그린푸드,005440,2010/12,50.66
(주)현대리바트,079430,2009/12,21.73
(주)현대리바트,079430,2010/12,14.89
(주)현대미포조선,010620,2009/12,10001.69
(주)현대미포조선,010620,2010/12,49256.97
(주)현대바이오랜드,052260,2009/12,32.09
(주)현대바이오랜드,052260,2010/12,55.58
(주)현대백화점,069960,2009/12,10.71
(주)현대백화점,069960,2010/12,15.81
(주)현대에버다임,041440,2009/12,6.4
(주)현대에버다임,041440,2010/12,8.57
(주)현대이지웰,090850,2009/12,13.08
(주)현대이지웰,090850,2010/12,5.51
(주)현대퓨처넷,126560,2009/12,1.59
(주)현대퓨처넷,126560,2010/12,1.71
(주)현대홈쇼핑,057050,2009/12,2470.71
(주)현대홈쇼핑,057050,2010/12,708.63
(주)협진,138360,2009/12,
(주)협진,138360,2010/12,59.6
(주)형지아이앤씨,011080,2009/12,-3.65
(주)형지아이앤씨,011080,2010/12,0.87
(주)형지엘리트,093240,2009/06,11.74
(주)형지엘리트,093240,2010/06,9.13
(주)혜인,003010,2009/12,0.32
(주)혜인,003010,2010/12,4.46
(주)호텔신라,008770,2009/12,2.21
(주)호텔신라,008770,2010/12,4.06
(주)홈센타홀딩스,060560,2009/12,57.81
(주)홈센타홀딩스,060560,2010/12,453.35
(주)홈캐스트,064240,2009/12,1.57
(주)홈캐스트,064240,2010/12,7.64
(주)화승인더스트리,006060,2009/12,6.29
(주)화승인더스트리,006060,2010/12,2.54
(주)화승코퍼레이션,013520,2009/12,1.49
(주)화승코퍼레이션,013520,2010/12,2.07
(주)화신,010690,2009/12,11.25
(주)화신,010690,2010/12,36.21
(주)화신정공,126640,2010/12,
(주)화인베스틸,133820,2009/12,0.09
(주)화인베스틸,133820,2010/12,0.62
(주)황금에스티,032560,2009/12,5.84
(주)황금에스티,032560,2010/12,15.9
(주)효성,004800,2009/12,3.91
(주)효성,004800,2010/12,4.46
(주)후성,093370,2009/12,0.26
(주)후성,093370,2010/12,2.35
(주)휠라홀딩스,081660,2009/12,2.39
(주)휠라홀딩스,081660,2010/12,6.44
(주)휴니드테크놀러지스,005870,2009/12,2.67
(주)휴니드테크놀러지스,005870,2010/12,-5.23
(주)휴맥스,115160,2009/12,
(주)휴맥스,115160,2010/12,11.87
(주)휴맥스홀딩스,028080,2009/12,7.25
(주)휴맥스홀딩스,028080,2010/12,14.69
(주)휴먼엔,032860,2009/12,-4.42
(주)휴먼엔,032860,2010/12,1.65
(주)휴메딕스,200670,2009/12,-4.29
(주)휴메딕스,200670,2010/12,-1.94
(주)휴비스,079980,2009/12,1.41
(주)휴비스,079980,2010/12,3.77
(주)휴비츠,065510,2009/12,17.91
(주)휴비츠,065510,2010/12,12.76
(주)휴스틸,005010,2009/12,-1.73
(주)휴스틸,005010,2010/12,9.68
(주)휴온스글로벌,084110,2009/12,4.99
(주)휴온스글로벌,084110,2010/12,0.33
(주)흥국,010240,2009/12,2.54
(주)흥국,010240,2010/12,18.31
(주)희림종합건축사사무소,037440,2009/12,22.62
(주)희림종합건축사사무소,037440,2010/12,6.3
(주)힘스,238490,2009/12,2.69
(주)힘스,238490,2010/12,16.7
AJ네트웍스(주),095570,2009/12,1.02
AJ네트웍스(주),095570,2010/12,1.47
CS홀딩스(주),000590,2009/12,181717.87
CS홀딩스(주),000590,2010/12,999999999
DB금융투자(주),016610,2009/03,
DB금융투자(주),016610,2010/03,
DB손해보험(주),005830,2009/03,
DB손해보험(주),005830,2010/03,
KB오토시스(주),024120,2009/12,4.47
KB오토시스(주),024120,2010/12,3.26
KD(주),044180,2009/12,-0.88
KD(주),044180,2010/12,-0.13
KG스틸(주),016380,2009/12,0.11
KG스틸(주),016380,2010/12,0.65
KISCO홀딩스(주),001940,2009/12,74.63
KISCO홀딩스(주),001940,2010/12,2550.46
LG이노텍(주),011070,2009/12,2.23
LG이노텍(주),011070,2010/12,1.8
LS일렉트릭(주),010120,2009/12,10.45
LS일렉트릭(주),010120,2010/12,7.1
OCI(주),010060,2009/12,15.74
OCI(주),010060,2010/12,20.35
SK이노베이션(주),096770,2009/12,1.83
SK이노베이션(주),096770,2010/12,4.41
SNT모티브(주),064960,2009/12,2.22
SNT모티브(주),064960,2010/12,9.61
SNT중공업(주),003570,2009/12,14.04
SNT중공업(주),003570,2010/12,139.8
STX엔진(주),077970,2009/12,11.97
STX엔진(주),077970,2010/12,3.44
STX중공업(주),071970,2009/12,3.34
STX중공업(주),071970,2010/12,1.3
가온미디어(주),078890,2009/12,0.34
가온미디어(주),078890,2010/12,3.41
가온전선(주),000500,2009/12,7.14
가온전선(주),000500,2010/12,2.92
감성코퍼레이션(주),036620,2009/12,-5.48
감성코퍼레이션(주),036620,2010/12,0.4
강남제비스코(주),000860,2009/12,109.06
강남제비스코(주),000860,2010/12,84.02
갤럭시아머니트리(주),094480,2009/12,6.68
갤럭시아머니트리(주),094480,2010/12,0.46
경남스틸(주),039240,2009/12,10.64
경남스틸(주),039240,2010/12,4.16
경남제약(주),053950,2009/12,1.9
경남제약(주),053950,2010/12,0.16
경동제약(주),011040,2009/12,216.9
경동제약(주),011040,2010/12,51.39
경인전자(주),009140,2009/12,-34.75
경인전자(주),009140,2010/12,999999999
경창산업(주),024910,2009/12,0.47
경창산업(주),024910,2010/12,1.23
계룡건설산업(주),013580,2009/12,1.79
계룡건설산업(주),013580,2010/12,1.78
계양전기(주),012200,2009/12,15.05
계양전기(주),012200,2010/12,28.7
고려산업(주),002140,2009/12,3.47
고려산업(주),002140,2010/12,3.83
고려신용정보(주),049720,2009/12,22.16
고려신용정보(주),049720,2010/12,36.95
고려아연(주),010130,2009/12,68.04
고려아연(주),010130,2010/12,121.98
고려제강(주),002240,2009/12,28335.93
고려제강(주),002240,2010/12,53.71
고려제약(주),014570,2009/12,8.88
고려제약(주),014570,2010/12,7.5
광동제약(주),009290,2009/12,22.06
광동제약(주),009290,2010/12,28.88
광전자(주),017900,2009/12,1.86
광전자(주),017900,2010/12,4.86
광진실업(주),026910,2009/12,1.29
광진실업(주),026910,2010/12,4.57
교보증권(주),030610,2009/03,
교보증권(주),030610,2010/03,
교촌에프앤비(주),339770,2009/12,7.41
교촌에프앤비(주),339770,2010/12,11.58
국도화학(주),007690,2009/12,7.2
국도화학(주),007690,2010/12,9.88
국일신동(주),060480,2009/12,0.45
국일신동(주),060480,2010/12,1.07
국일제지(주),078130,2009/12,2.84
국일제지(주),078130,2010/12,1.38
국제약품(주),002720,2009/03,8.29
국제약품(주),002720,2010/03,4.77
그랜드코리아레저(주),114090,2009/12,65.5
그랜드코리아레저(주),114090,2010/12,61.73
그린케미칼(주),083420,2009/12,9.72
그린케미칼(주),083420,2010/12,10.95
극동유화(주),014530,2009/12,3.02
극동유화(주),014530,2010/12,3.92
글로벌에스엠테크리미티드,900070,2009/12,
글로벌에스엠테크리미티드,900070,2010/12,999999999
글로본(주),019660,2010/03,
금강공업(주),014280,2009/12,1.29
금강공업(주),014280,2010/12,1.15
금강철강(주),053260,2009/12,69.05
금강철강(주),053260,2010/12,54.78
금호건설(주),002990,2009/12,0
금호건설(주),002990,2010/12,-0.42
금호석유화학(주),011780,2009/12,1.06
금호석유화학(주),011780,2010/12,2.95
금호전기(주),001210,2009/12,4.42
금호전기(주),001210,2010/12,3.25
금호타이어(주),073240,2009/12,-1.8
금호타이어(주),073240,2010/12,2.59
기신정기(주),092440,2009/03,242.27
기신정기(주),092440,2010/03,331.12
기아(주),000270,2009/12,3.33
기아(주),000270,2010/12,8.28
깨끗한나라(주),004540,2009/12,0.95
깨끗한나라(주),004540,2010/12,1.2
나노씨엠에스(주),247660,2010/12,
나노캠텍(주),091970,2009/12,13.78
나노캠텍(주),091970,2010/12,26.46
나라엠앤디(주),051490,2009/12,11.83
나라엠앤디(주),051490,2010/12,11.47
나우아이비캐피탈(주),293580,2009/12,
나우아이비캐피탈(주),293580,2010/12,
나이스정보통신(주),036800,2009/12,9.4
나이스정보통신(주),036800,2010/12,14.81
나이스평가정보(주),030190,2009/12,999999999
나이스평가정보(주),030190,2010/12,999999999
남광토건(주),001260,2009/12,0.83
남광토건(주),001260,2010/12,-2.24
남양유업(주),003920,2009/12,999999999
남양유업(주),003920,2010/12,999999999
남해화학(주),025860,2009/12,-9.25
남해화학(주),025860,2010/12,11.52
남화산업(주),111710,2009/12,4.65
남화산업(주),111710,2010/12,5.09
남화토건(주),091590,2009/12,999999999
남화토건(주),091590,2010/12,999999999
네이버(주),035420,2009/12,97.71
네이버(주),035420,2010/12,112.05
넥센타이어(주),002350,2009/12,12.3
넥센타이어(주),002350,2010/12,9.85
농업회사법인(주)농우바이오,054050,2009/10,999999999
농업회사법인(주)농우바이오,054050,2010/10,1935.95
뉴지랩파마(주),214870,2009/12,
뉴지랩파마(주),214870,2010/12,3.4
다믈멀티미디어(주),093640,2009/12,-18.24
다믈멀티미디어(주),093640,2010/12,1.27
다스코(주),058730,2009/12,12.46
다스코(주),058730,2010/12,5.41
다올인베스트먼트(주),298870,2009/03,
다올인베스트먼트(주),298870,2010/03,
다올투자증권(주),030210,2010/03,
대동금속(주),020400,2009/12,0.67
대동금속(주),020400,2010/12,1.73
대동기어(주),008830,2009/12,0.57
대동기어(주),008830,2010/12,2.2
대동전자(주),008110,2009/03,106.52
대동전자(주),008110,2010/03,58.95
대림비앤코(주),005750,2009/12,-2.44
대림비앤코(주),005750,2010/12,0.49
대림통상(주),006570,2009/12,3.97
대림통상(주),006570,2010/12,1.86
대모엔지니어링(주),317850,2009/12,9.29
대모엔지니어링(주),317850,2010/12,15.24
대봉엘에스(주),078140,2009/12,999999999
대봉엘에스(주),078140,2010/12,9.22
대상(주),001680,2009/12,2.45
대상(주),001680,2010/12,4.43
대상홀딩스(주),084690,2009/12,-127.07
대상홀딩스(주),084690,2010/12,62.86
대성산업(주),128820,2010/12,
대성에너지(주),117580,2009/12,
대성에너지(주),117580,2010/12,6.06
대성창업투자(주),027830,2009/12,
대성창업투자(주),027830,2010/12,
대성홀딩스(주),016710,2009/12,3.55
대성홀딩스(주),016710,2010/12,5
대신정보통신(주),020180,2009/03,31.85
대신정보통신(주),020180,2010/03,294.29
대신증권(주),003540,2009/03,
대신증권(주),003540,2010/03,
대아티아이(주),045390,2009/12,3.81
대아티아이(주),045390,2010/12,16.71
대양전기공업(주),108380,2009/12,41.43
대양전기공업(주),108380,2010/12,81.23
대양제지공업(주),006580,2009/12,3.07
대양제지공업(주),006580,2010/12,3.17
대영포장(주),014160,2009/12,5.55
대영포장(주),014160,2010/12,4.14
대우전자부품(주),009320,2009/12,-9.94
대우전자부품(주),009320,2010/12,-3.61
대우조선해양(주),042660,2009/12,5.67
대우조선해양(주),042660,2010/12,12.28
대원강업(주),000430,2009/12,0.79
대원강업(주),000430,2010/12,6.23
대원미디어(주),048910,2009/12,999999999
대원미디어(주),048910,2010/12,-664.19
대원산업(주),005710,2009/12,999999999
대원산업(주),005710,2010/12,999999999
대원전선(주),006340,2009/12,1.81
대원전선(주),006340,2010/12,4.43
대원제약(주),003220,2009/12,48.79
대원제약(주),003220,2010/12,54.52
대원화성(주),024890,2009/12,0.04
대원화성(주),024890,2010/12,0.6
대정화금(주),120240,2009/12,25.63
대정화금(주),120240,2010/12,61.54
대주산업(주),003310,2009/12,1.81
대주산업(주),003310,2010/12,0.96
대주전자재료(주),078600,2009/12,1.01
대주전자재료(주),078600,2010/12,1.35
대창단조(주),015230,2009/12,4
대창단조(주),015230,2010/12,9.62
대한광통신(주),010170,2009/12,8.05
대한광통신(주),010170,2010/12,2.37
대한그린파워(주),060900,2009/12,-1.57
대한그린파워(주),060900,2010/12,4.97
대한뉴팜(주),054670,2009/12,3.13
대한뉴팜(주),054670,2010/12,2.79
대한방직(주),001070,2009/12,0.18
대한방직(주),001070,2010/12,2.64
대한약품공업(주),023910,2009/12,3.01
대한약품공업(주),023910,2010/12,5.56
대한유화(주),006650,2009/12,9.2
대한유화(주),006650,2010/12,8.96
대한전선(주),001440,2009/12,0.43
대한전선(주),001440,2010/12,0.48
대한제강(주),084010,2009/12,10.85
대한제강(주),084010,2010/12,5.01
대한제당(주),001790,2009/12,2.04
대한제당(주),001790,2010/12,0.86
대한제분(주),001130,2009/12,14.34
대한제분(주),001130,2010/12,40.94
대한해운(주),005880,2009/12,-6.8
대한해운(주),005880,2010/12,-1.15
대한화섬(주),003830,2009/12,16.6
대한화섬(주),003830,2010/12,14.97
대화제약(주),067080,2009/12,3.03
대화제약(주),067080,2010/12,3.82
더이앤엠(주),089230,2009/12,0.86
더이앤엠(주),089230,2010/12,-9.21
덕산하이메탈(주),077360,2009/12,3.11
덕산하이메탈(주),077360,2010/12,19.14
덕양산업(주),024900,2009/12,999999999
덕양산업(주),024900,2010/12,999999999
도이치모터스(주),067990,2009/12,1.06
도이치모터스(주),067990,2010/12,4.59
동국산업(주),005160,2009/12,-1.93
동국산업(주),005160,2010/12,4.21
동국제강(주),001230,2009/12,1.39
동국제강(주),001230,2010/12,2.28
동국제약(주),086450,2009/12,69.95
동국제약(주),086450,2010/12,102.31
동부건설(주),005960,2009/12,1.38
동부건설(주),005960,2010/12,0.92
동성제약(주),002210,2009/12,0.66
동성제약(주),002210,2010/12,-1.52
동신건설(주),025950,2009/12,254.87
동신건설(주),025950,2010/12,488.44
동아쏘시오홀딩스(주),000640,2009/12,5.92
동아쏘시오홀딩스(주),000640,2010/12,6.87
동아화성(주),041930,2009/12,2.83
동아화성(주),041930,2010/12,6.84
동양생명보험(주),082640,2009/03,
동양생명보험(주),082640,2010/03,
동양이엔피(주),079960,2009/12,42.22
동양이엔피(주),079960,2010/12,53.54
동양철관(주),008970,2009/12,4.76
동양철관(주),008970,2010/12,4.61
동양피스톤(주),092780,2009/12,0.11
동양피스톤(주),092780,2010/12,1.77
동원금속(주),018500,2009/03,0.74
동원금속(주),018500,2010/03,0.77
동원산업(주),006040,2009/12,3.78
동원산업(주),006040,2010/12,6.25
동원수산(주),030720,2009/12,2.69
동원수산(주),030720,2010/12,3.86
동원시스템즈(주),014820,2009/12,0.48
동원시스템즈(주),014820,2010/12,1.74
동일금속(주),109860,2009/12,69.2
동일금속(주),109860,2010/12,56.32
동일산업(주),004890,2009/12,36.73
동일산업(주),004890,2010/12,132.24
동일제강(주),002690,2009/12,2.53
동일제강(주),002690,2010/12,2.79
동일철강(주),023790,2009/03,2.92
동일철강(주),023790,2010/12,1.43
동화기업(주),025900,2009/12,3.47
동화기업(주),025900,2010/12,2.9
동화약품(주),000020,2009/03,115.08
동화약품(주),000020,2010/12,4.22
두산에너빌리티(주),034020,2009/12,2.42
두산에너빌리티(주),034020,2010/12,3.13
디씨엠(주),024090,2009/12,50.46
디씨엠(주),024090,2010/12,58.9
디아이동일(주),001530,2009/12,1.54
디아이동일(주),001530,2010/12,9.24
디아이티(주),110990,2009/12,34
디아이티(주),110990,2010/12,34.56
디에스알(주),155660,2009/12,11.44
디에스알(주),155660,2010/12,11.04
디에스알제강(주),069730,2009/12,34.8
디에스알제강(주),069730,2010/12,16.67
디엘(주),000210,2009/12,3.62
디엘(주),000210,2010/12,3.54
디엘건설(주),001880,2009/12,1.77
디엘건설(주),001880,2010/12,0.87
디와이(주),013570,2009/12,2.42
디와이(주),013570,2010/12,12.7
디와이피엔에프(주),104460,2009/12,110.3
디와이피엔에프(주),104460,2010/12,49.48
디젠스(주),113810,2009/12,0.34
디젠스(주),113810,2010/12,3.39
디케이락(주),105740,2009/12,8.51
디케이락(주),105740,2010/12,5.99
라온시큐어(주),042510,2009/12,-4.34
라온시큐어(주),042510,2010/12,-3.67
램테크놀러지(주),171010,2009/12,1.72
램테크놀러지(주),171010,2010/12,1.46
로체시스템즈(주),071280,2009/12,-28.84
로체시스템즈(주),071280,2010/12,45.41
롯데관광개발(주),032350,2009/12,-0.56
롯데관광개발(주),032350,2010/12,0.02
롯데렌탈(주),089860,2009/12,4.49
롯데렌탈(주),089860,2010/12,1.53
롯데손해보험(주),000400,2009/03,
롯데손해보험(주),000400,2010/03,
롯데쇼핑(주),023530,2009/12,13.06
롯데쇼핑(주),023530,2010/12,8.43
롯데정밀화학(주),004000,2009/12,6714.58
롯데정밀화학(주),004000,2010/12,999999999
롯데지주(주),004990,2009/12,11.35
롯데지주(주),004990,2010/12,7.98
롯데칠성음료(주),005300,2009/12,4.57
롯데칠성음료(주),005300,2010/12,4.41
롯데케미칼(주),011170,2009/12,13.65
롯데케미칼(주),011170,2010/12,18.1
롯데하이마트(주),071840,2009/12,0.71
롯데하이마트(주),071840,2010/12,2.61
리노공업(주),058470,2009/12,999999999
리노공업(주),058470,2010/12,999999999
마이크로로봇(주),182690,2009/12,-1.66
마이크로로봇(주),182690,2010/12,-0.66
만호제강(주),001080,2009/06,276.79
만호제강(주),001080,2010/06,298.47
매일홀딩스(주),005990,2009/12,4.82
매일홀딩스(주),005990,2010/12,3.07
메가스터디(주),072870,2009/12,999999999
메가스터디(주),072870,2010/12,999999999
메가엠디(주),133750,2009/12,
메가엠디(주),133750,2010/12,76.83
메디앙스(주),014100,2009/12,3.01
메디앙스(주),014100,2010/12,2.57
메디포스트(주),078160,2009/12,-3.27
메디포스트(주),078160,2010/12,3.79
메리츠증권(주),008560,2009/03,
메리츠증권(주),008560,2010/03,
메리츠화재해상보험(주),000060,2009/03,
메리츠화재해상보험(주),000060,2010/03,
메이슨캐피탈(주),021880,2009/03,
메이슨캐피탈(주),021880,2010/03,
명문제약(주),017180,2009/12,3.06
명문제약(주),017180,2010/12,4.15
명신산업(주),009900,2009/12,1.17
명신산업(주),009900,2010/12,0.66
모델솔루션(주),417970,2009/12,6.5
모델솔루션(주),417970,2010/12,11.42
모바일어플라이언스(주),087260,2009/12,1.95
모바일어플라이언스(주),087260,2010/12,1.68
모트렉스(주),118990,2010/12,
무림에스피(주),001810,2009/12,5.72
무림에스피(주),001810,2010/12,5.62
무림페이퍼(주),009200,2009/12,4.81
무림페이퍼(주),009200,2010/12,1.21
무림피앤피(주),009580,2009/12,0.15
무림피앤피(주),009580,2010/12,45.35
문배철강(주),008420,2009/12,-4.97
문배철강(주),008420,2010/12,2.45
미래나노텍(주),095500,2009/12,12.48
미래나노텍(주),095500,2010/12,7.65
미래산업(주),025560,2009/12,-1.53
미래산업(주),025560,2010/12,1.76
미래에셋벤처투자(주),100790,2009/03,
미래에셋벤처투자(주),100790,2010/03,
미래에셋생명보험(주),085620,2009/03,
미래에셋생명보험(주),085620,2010/03,
미래에셋증권(주),006800,2009/03,
미래에셋증권(주),006800,2010/03,
미원상사(주),002840,2009/12,23.22
미원상사(주),002840,2010/12,12.35
미원홀딩스(주),107590,2009/12,
미원홀딩스(주),107590,2010/12,340.69
미창석유공업(주),003650,2009/12,155.13
미창석유공업(주),003650,2010/12,60.33
바이온(주),032980,2009/06,-3.07
바이온(주),032980,2010/06,-3.66
백광산업(주),001340,2009/12,5.84
백광산업(주),001340,2010/12,10.92
범양건영(주),002410,2009/12,3.3
범양건영(주),002410,2010/12,-1.12
베뉴지(주),019010,2009/12,0.35
베뉴지(주),019010,2010/12,0.34
보성파워텍(주),006910,2009/12,1.83
보성파워텍(주),006910,2010/12,1.22
보해양조(주),000890,2009/12,1.52
보해양조(주),000890,2010/12,0.64
부광약품(주),003000,2009/03,25.02
부광약품(주),003000,2010/03,16.85
부국증권(주),001270,2009/03,
부국증권(주),001270,2010/03,
부국철강(주),026940,2009/12,11.98
부국철강(주),026940,2010/12,48.92
부산산업(주),011390,2009/12,-3.7
부산산업(주),011390,2010/12,-5.65
부산주공(주),005030,2009/12,0.57
부산주공(주),005030,2010/12,1.74
브레인즈컴퍼니(주),099390,2009/12,3.58
비디아이(주),148140,2009/12,5.76
비디아이(주),148140,2010/12,2.41
비에이치아이(주),083650,2009/12,4.45
비에이치아이(주),083650,2010/12,3.73
비케이탑스(주),030790,2009/12,999999999
비케이탑스(주),030790,2010/12,41.42
빛샘전자(주),072950,2009/12,141.29
빛샘전자(주),072950,2010/12,19540.32
사조동아원(주),008040,2009/12,1.51
사조동아원(주),008040,2010/12,1.74
사조산업(주),007160,2009/12,3.95
사조산업(주),007160,2010/12,4.71
사조씨푸드(주),014710,2009/12,3.02
사조씨푸드(주),014710,2010/12,3.11
삼강엠앤티(주),100090,2009/12,0.59
삼강엠앤티(주),100090,2010/12,1.01
삼륭물산(주),014970,2009/12,7.8
삼륭물산(주),014970,2010/12,23.09
삼목에스폼(주),018310,2009/12,5.55
삼목에스폼(주),018310,2010/12,3.83
삼보모터스(주),053700,2009/12,-5.33
삼보모터스(주),053700,2010/12,1.63
삼보산업(주),009620,2009/12,1.53
삼보산업(주),009620,2010/12,2.11
삼부토건(주),001470,2009/12,0.61
삼부토건(주),001470,2010/12,0.89
삼성SDI(주),006400,2009/12,3.82
삼성SDI(주),006400,2010/12,4.7
삼성공조(주),006660,2009/12,999999999
삼성공조(주),006660,2010/12,999999999
삼성물산(주),028260,2009/12,21.27
삼성물산(주),028260,2010/12,33.81
삼성생명보험(주),032830,2009/03,
삼성생명보험(주),032830,2010/03,
삼성에스디에스(주),018260,2009/12,217530.15
삼성에스디에스(주),018260,2010/12,225.67
삼성엔지니어링(주),028050,2009/12,625.69
삼성엔지니어링(주),028050,2010/12,209.23
삼성전기(주),009150,2009/12,4.42
삼성전기(주),009150,2010/12,10.13
삼성전자(주),005930,2009/12,51.12
삼성전자(주),005930,2010/12,40.17
삼성제약(주),001360,2009/12,0.17
삼성제약(주),001360,2010/12,1.24
삼성중공업(주),010140,2009/12,11.96
삼성중공업(주),010140,2010/12,6.31
삼성증권(주),016360,2009/03,
삼성증권(주),016360,2010/03,
삼성카드(주),029780,2009/12,
삼성카드(주),029780,2010/12,
삼성화재해상보험(주),000810,2009/03,
삼성화재해상보험(주),000810,2010/03,
삼아알미늄(주),006110,2009/12,4.35
삼아알미늄(주),006110,2010/12,4.67
삼아제약(주),009300,2009/12,6.95
삼아제약(주),009300,2010/12,2.38
삼양식품(주),003230,2009/12,5.07
삼양식품(주),003230,2010/12,3.03
삼양통상(주),002170,2009/12,15.9
삼양통상(주),002170,2010/12,14.83
삼영무역(주),002810,2009/12,10.66
삼영무역(주),002810,2010/12,20.88
삼영엠텍(주),054540,2009/12,16.36
삼영엠텍(주),054540,2010/12,6.85
삼영이엔씨(주),065570,2009/12,15.36
삼영이엔씨(주),065570,2010/12,29.09
삼영전자공업(주),005680,2009/12,21.66
삼영전자공업(주),005680,2010/12,128.59
삼영화학공업(주),003720,2009/12,23.02
삼영화학공업(주),003720,2010/12,31.49
삼익티에이치케이(주),004380,2009/12,2.82
삼익티에이치케이(주),004380,2010/12,10.08
삼일제약(주),000520,2009/12,-6.19
삼일제약(주),000520,2010/12,0.28
삼정펄프(주),009770,2009/12,999999999
삼정펄프(주),009770,2010/12,145.48
삼지전자(주),037460,2009/12,1.06
삼지전자(주),037460,2010/12,2
삼진제약(주),005500,2009/12,4.02
삼진제약(주),005500,2010/12,8.17
삼천당제약(주),000250,2009/12,89.1
삼천당제약(주),000250,2010/12,82.36
삼천리자전거(주),024950,2009/12,15.1
삼천리자전거(주),024950,2010/12,19.02
삼현철강(주),017480,2009/12,20.93
삼현철강(주),017480,2010/12,94.14
삼호개발(주),010960,2009/12,35.99
삼호개발(주),010960,2010/12,21.36
삼화왕관(주),004450,2009/12,2229.4
삼화왕관(주),004450,2010/12,999999999
삼화전기(주),009470,2009/12,-1.75
삼화전기(주),009470,2010/12,5.01
삼화전자공업(주),011230,2009/12,-0.08
삼화전자공업(주),011230,2010/12,-0.38
삼화콘덴서공업(주),001820,2009/12,9.1
삼화콘덴서공업(주),001820,2010/12,17.61
삼화페인트공업(주),000390,2009/12,3.37
삼화페인트공업(주),000390,2010/12,1.94
상신브레이크(주),041650,2009/12,4.63
상신브레이크(주),041650,2010/12,10.18
상신이디피(주),091580,2009/12,2.79
상신이디피(주),091580,2010/12,3.56
상신전자(주),263810,2009/12,
상신전자(주),263810,2010/12,1.74
새론오토모티브(주),075180,2009/12,96.76
새론오토모티브(주),075180,2010/12,349.27
샘표(주),007540,2009/12,26.58
샘표(주),007540,2010/12,0.55
서암기계공업(주),100660,2009/12,6.61
서암기계공업(주),100660,2010/12,34.11
서울도시가스(주),017390,2009/12,6.12
서울도시가스(주),017390,2010/12,12.58
서울바이오시스(주),092190,2009/12,-3.81
서울바이오시스(주),092190,2010/12,0.33
서울반도체(주),046890,2009/12,20.48
서울반도체(주),046890,2010/12,36.13
서울식품공업(주),004410,2009/12,-9.49
서울식품공업(주),004410,2010/12,-12.94
서울전자통신(주),027040,2009/12,-2.48
서울전자통신(주),027040,2010/12,-3.35
서호전기(주),065710,2009/12,18.16
서호전기(주),065710,2010/12,-2.72
선도전기(주),007610,2009/12,9.96
선도전기(주),007610,2010/12,-120.37
